Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work
64509299,"Jul 3, 2013, 6:01:16 PM",Evening Ride,Ride,,3679,29.37,,,FALSE,,,activities/64509299.gpx,72,,3679,3616,29370.90039,14.60000038,,337.9259949,,5.099999905,108,30,-0.000340473,,,,,,,,191.0659943,,,,,
64742900,"Jul 4, 2013, 6:08:43 PM",Evening Ride,Ride,,3756,29.26,,,FALSE,,,activities/64742900.gpx,72,,3756,3717,29260.69922,14.39999962,,336.0409851,,5.199999809,108,43.29999924,-0.00205053,,,,,,,,177.7830048,736.8136597,,,,
65451910,"Jul 7, 2013, 7:18:59 PM",Evening Ride,Ride,,2521,21.22,,,FALSE,,,activities/65451910.gpx,72,,2521,2521,21225.80078,15.5,,207.0879974,,5.099999905,96.5,37.40000153,-0.130030006,,,,,,,,196.8630066,553.3651733,,,,
65672048,"Jul 8, 2013, 5:46:05 PM",Evening Ride,Ride,,7511,54.36,,,FALSE,,,activities/65672048.gpx,72,,7511,7141,54366,17.89999962,,722.0549927,,5.5,156.8999939,46.70000076,-0.078909598,,,,,,,,166.4069977,1324.968262,,,,
66357251,"Jul 11, 2013, 5:03:26 PM",Evening Ride,Ride,,4043,31.42,,,FALSE,,,activities/66357251.gpx,72,,4043,3946,31426.19922,18.10000038,,371.3959961,,9.100000381,156.8000031,41.20000076,-0.00159103,,,,,,,,182.0010071,800.7661743,,,,
67106984,"Jul 14, 2013, 7:12:58 PM",Evening Ride,Ride,,3734,29.34,,,FALSE,,,activities/67106984.gpx,72,,3734,3734,29343.09961,14.10000038,,339.3160095,,5,108,38.79999924,-0.00340796,,,,,,,,178.5549927,743.397644,,,,
67835722,"Jul 17, 2013, 6:14:46 PM",Evening Ride,Ride,,4180,30,,,FALSE,,,activities/67835722.gpx,72,,4180,4079,30006.69922,16.60000038,,510.0740051,,7.699999809,108,47.70000076,-0.000666518,,,,,,,,184.9210052,841.036438,,,,
68092122,"Jul 18, 2013, 5:11:21 PM",Evening Ride,Ride,,11990,78.93,,,FALSE,,,activities/68092122.gpx,72,,11990,11264,78932.39844,18.60000038,,1140.189941,,3,196.5,43.40000153,0.108574003,,,,,,,,155.6690063,1955.103027,,,,
68639810,"Jul 21, 2013, 7:12:02 AM",Morning Ride,Ride,,7544,48.49,,,FALSE,,,activities/68639810.gpx,72,,7544,6763,48494.80078,17.89999962,,642.7550049,,5,151.3000031,63.20000076,0.00123725,,,,,,,,152.2980042,1148.44043,,,,
69993245,"Jul 26, 2013, 5:53:20 PM",Evening Ride,Ride,,2678,21.08,,,FALSE,,,activities/69993245.gpx,72,,2678,2630,21079.90039,14.80000019,,270.3640137,,5.099999905,108,30.20000076,-0.00189754,,,,,,,,194.3000031,569.7750244,,,,
70729862,"Jul 29, 2013, 6:26:22 PM",Evening Ride,Ride,,2835,22.84,,,FALSE,,,activities/70729862.gpx,72,,2835,2808,22841.69922,17.5,,242.9029999,,30.10000038,156.8999939,44,-0.000875592,,,,,,,,180.352005,,,,,
71210337,"Jul 31, 2013, 5:57:16 PM",Evening Ride,Ride,,2880,22.93,,,FALSE,,,activities/71210337.gpx,72,,2880,2843,22929.59961,19.10000038,,241.7510071,,30.79999924,156.8000031,30.89999962,0.00305282,,,,,,,,172.9329987,548.1881104,,,,
72678257,"Aug 6, 2013, 5:57:58 PM",Evening Ride,Ride,,3532,29.38,,,FALSE,,,activities/72678257.gpx,72,,3532,3532,29379,14.10000038,,340.4240112,,5.199999809,108,39.90000153,-0.00204228,,,,,,,,196.0010071,,,,,
72935229,"Aug 7, 2013, 5:40:01 PM",Evening Ride,Ride,,3458,29.37,,,FALSE,,,activities/72935229.gpx,72,,3458,3458,29371.30078,14.69999981,,339.4930115,,5.099999905,108,44.40000153,-0.00170234,,,,,,,,207.776001,801.1156616,,,,
73414855,"Aug 9, 2013, 6:35:21 PM",Evening Ride,Ride,,3131,27.08,,,FALSE,,,activities/73414855.gpx,72,,3131,3131,27079.69922,16.10000038,,276.4920044,,4.400000095,147.1000061,27.89999962,-0.000738561,,,,,,,,203.4830017,710.3723755,,,,
74191896,"Aug 12, 2013, 5:51:46 PM",Evening Ride,Ride,,4739,37.6,,,FALSE,,,activities/74191896.gpx,72,,4739,4739,37601,16.89999962,,454.9989929,,4.300000191,146.1999969,39.5,0.0015957,,,,,,,,181.720993,960.2110596,,,,
74941579,"Aug 15, 2013, 5:47:35 PM",Evening Ride,Ride,,3095,23.79,,,FALSE,,,activities/74941579.gpx,72,,3095,2959,23796.90039,12.69999981,,284.4890137,,5.099999905,108,49.40000153,0.00378201,,,,,,,,193.6549988,638.9230347,,,,
75544614,"Aug 18, 2013, 7:53:40 AM",Morning Ride,Ride,,7594,57.12,,,FALSE,,,activities/75544614.gpx,72,,7594,7537,57120.5,16.60000038,,700.0620117,,4.300000191,156.8999939,40.70000076,-0.000525206,,,,,,,,174.4340057,1465.900635,,,,
75963459,"Aug 19, 2013, 6:04:21 PM",Evening Ride,Ride,,3687,29.45,,,FALSE,,,activities/75963459.gpx,72,,3687,3631,29458.69922,14,,338.5010071,,5.099999905,108,48.20000076,-0.023083201,,,,,,,,185.8959961,752.6120605,,,,
76728785,"Aug 22, 2013, 6:03:38 PM",Evening Ride,Ride,,3600,29.37,,,FALSE,,,activities/76728785.gpx,72,,3600,3544,29374.80078,15.39999962,,337.2820129,,5.400000095,108,35.40000153,-0.00476599,,,,,,,,200.9570007,794.0936279,,,,
77349307,"Aug 25, 2013, 9:24:03 AM",Morning Ride,Ride,,5932,44.58,,,FALSE,,,activities/77349307.gpx,72,,5932,5863,44587.19922,16.70000076,,512.690979,,4.900000095,156.8999939,27.39999962,-0.0022428,,,,,,,,165.8130035,1083.960205,,,,
78258024,"Aug 28, 2013, 5:25:55 PM",Evening Ride,Ride,,6200,46.73,,,FALSE,,,activities/78258024.gpx,72,,6200,6179,46729.80078,17,,625.90802,,4.5,156.8000031,47.09999847,0.00128398,,,,,,,,180.2039948,1241.530762,,,,
81309533,"Sep 9, 2013, 6:06:19 PM",Evening Ride,Ride,,3512,29.28,,,FALSE,,,activities/81309533.gpx,72,,3512,3483,29287.30078,12.60000038,,338.4689941,,5.199999809,108,28.79999924,0.00102433,,,,,,,,200.3540039,778.0838013,,,,
82533566,"Sep 15, 2013, 7:59:20 AM",Morning Ride,Ride,,3847,29.34,,,FALSE,,,activities/82533566.gpx,72,,3847,3847,29342.19922,12.5,,334.8710022,,5.099999905,108,38.79999924,0.00170403,,,,,,,,168.9100037,724.5233765,,,,
84125383,"Sep 22, 2013, 1:21:52 PM",Afternoon Ride,Ride,,5469,40.97,,,FALSE,,,activities/84125383.gpx,72,,5469,5469,40974.19922,18.39999962,,488.446991,,5.5,156.8000031,43.29999924,-0.00146434,,,,,,,,160.9109955,981.2247925,,,,
85317428,"Sep 27, 2013, 5:21:51 PM",Evening Ride,Ride,,4036,29.44,,,FALSE,,,activities/85317428.gpx,72,,4036,3814,29444.30078,16.89999962,,498.6319885,,4.800000191,119.9000015,47.40000153,-0.0139246,,,,,,,,191.1699982,812.9714355,,,,
86043325,"Sep 30, 2013, 5:51:24 PM",Evening Ride,Ride,,5055,40.03,,,FALSE,,,activities/86043325.gpx,72,,5055,5055,40035.5,16.39999962,,483.6950073,,6,156.8000031,49.70000076,0.00374667,,,,,,,,178.4019928,1005.531677,,,,
86247670,"Oct 1, 2013, 5:10:55 PM",Evening Ride,Ride,,4383,34.02,,,FALSE,,,activities/86247670.gpx,72,,4383,4333,34025.39844,15,,359.1369934,,6.300000191,157,48.40000153,-0.000293898,,,,,,,,170.8849945,825.5958252,,,,
86477918,"Oct 2, 2013, 6:01:47 PM",Evening Ride,Ride,,3734,29.3,,,FALSE,,,activities/86477918.gpx,72,,3734,3681,29303.80078,15.80000019,,352.493988,,5.099999905,108,27.5,0.00170626,,,,,,,,184.897995,758.8796387,,,,
87291381,"Oct 6, 2013, 7:09:44 AM",Morning Ride,Ride,,26083,169.83,,,FALSE,,,activities/87291381.gpx,72,,26083,23707,169833,17.5,,2246.860107,,0,199.1000061,47,0.000176644,,,,,,,,154.5079956,4084.156982,,,,
88223820,"Oct 10, 2013, 5:32:10 PM",Evening Ride,Ride,,4532,29.61,,,FALSE,,,activities/88223820.gpx,72,,4532,3866,29611.90039,18.5,,504.8330078,,4.699999809,119.6999969,47,-0.016209699,,,,,,,,191.6459961,826.1073608,,,,
94243920,"Nov 10, 2013, 10:56:33 AM",Morning Ride,Ride,,3818,29.3,,,FALSE,,,activities/94243920.gpx,72,,3818,3782,29300.90039,13.89999962,,330.6440125,,5.099999905,108,48.79999924,-0.00102386,,,,,,,,184.5469971,778.2218018,,,,
101977306,"Dec 26, 2013, 11:26:18 AM",Lunch Ride,Ride,,6501,38.24,,,FALSE,,,activities/101977306.gpx,72,,6501,5981,38241.89844,15,,509.4330139,,4.400000095,156.8000031,49.29999924,0.25730899,,,,,,,,131.4470062,,,,,
102545489,"Dec 29, 2013, 10:17:24 AM",Morning Ride,Ride,,3648,26.76,,,FALSE,,,activities/102545489.gpx,72,,3648,3565,26768.80078,14.89999962,,283.8469849,,4.300000191,147.1000061,49.09999847,0.0153163,,,,,,,,161.6799927,,,,,
103023659,"Dec 31, 2013, 4:35:06 PM",Afternoon Ride,Ride,,837,5.57,,,FALSE,,,activities/103023659.gpx,72,,837,837,5570.899902,13.89999962,,81.07109833,,83.30000305,121.8000031,26,0.086162001,,,,,,,,147.3580017,,,,,
103027570,"Dec 31, 2013, 4:51:00 PM",Afternoon Ride,Ride,,987,4.79,,,FALSE,,,activities/103027570.gpx,72,,987,915,4796,14.10000038,,53.83530045,,86.69999695,121.9000015,45.09999847,-0.020850699,,,,,,,,110.2750015,112.5053101,,,,
104610732,"Jan 7, 2014, 9:22:07 AM",Morning Ride,Ride,,6496,41.8,,,FALSE,,,activities/104610732.gpx,72,,6496,6224,41800.89844,15.10000038,,479.1300049,,6,147.1000061,40.70000076,-0.198082,,,,,,,,136.0919952,944.4458008,,,,
105782247,"Jan 12, 2014, 10:31:27 AM",Morning Ride,Ride,,8325,55.7,,,FALSE,,,activities/105782247.gpx,72,,8325,8063,55702.30078,17,,705.8170166,,4.599999905,163.5,49.40000153,-0.161035001,,,,,,,,143.8999939,,,,,
106587006,"Jan 15, 2014, 6:57:34 PM",Evening Ride,Ride,,4674,34,,,FALSE,,,activities/106587006.gpx,72,,4674,4516,34001.80078,14.60000038,,382.2619934,,4.699999809,147,43.5,0.00529384,,,,,,,,156.852005,,,,,
107412936,"Jan 19, 2014, 8:53:17 AM",Morning Ride,Ride,,10393,63.93,,,FALSE,,,activities/107412936.gpx,72,,10393,9157,63937.30078,17.79999924,,940.7680054,,4,151.1000061,46.20000076,0.00609973,,,,,,,,167.2850037,1707.989014,,,,
108473268,"Jan 23, 2014, 7:07:29 PM",Evening Ride,Ride,,4181,29.45,,,FALSE,,,activities/108473268.gpx,72,,4181,3984,29457.90039,13.69999981,,334.2229919,,4.900000095,108,36.59999847,0,,,,,,,,171.7649994,763.0076294,,,,
110600755,"Feb 2, 2014, 9:31:28 AM",Morning Ride,Ride,,9431,56.72,,,FALSE,,,activities/110600755.gpx,72,,9431,8404,56725.19922,15.69999981,,721.0410156,,4.699999809,156.8999939,46.5,0.0029969,,,,,,,,146.1620026,1369.605225,,,,
112251051,"Feb 9, 2014, 6:01:23 PM",Evening Ride,Ride,,5817,40.84,,,FALSE,,,activities/112251051.gpx,72,,5817,5730,40843.60156,15.39999962,,497.4949951,,5.5,156.8000031,49,0.0127315,,,,,,,,146.6139984,936.7095337,,,,
112681038,"Feb 11, 2014, 6:22:20 PM",Evening Ride,Ride,,916,5.71,,,FALSE,,,activities/112681038.gpx,72,,916,916,5711.100098,11.5,,99.06240082,,32.09999847,107.9000015,28.79999924,1.106619954,,,,,,,,160.4830017,,,,,
112766036,"Feb 12, 2014, 5:49:18 AM",Windy out,Ride,,954,6.48,,,FALSE,,,activities/112766036.gpx,72,,954,880,6487.899902,12.30000019,,40.85340118,,5.900000095,107.9000015,15.89999962,-1.360999942,,,,,,,,98.16139984,96.31596375,,,,
112867849,"Feb 12, 2014, 6:33:33 PM",Evening Ride,Ride,,883,5.67,,,FALSE,,,activities/112867849.gpx,72,,883,841,5676.200195,11.80000019,,107.8420029,,32.29999924,108,48.59999847,1.116940022,,,,,,,,177.6929932,,,,,
112970594,"Feb 13, 2014, 5:55:44 AM",Morning Ride,Ride,,1632,8.31,,,FALSE,,,activities/112970594.gpx,72,,1632,1094,8310.200195,23,,40.68249893,,4.300000191,107.9000015,45.70000076,-1.060140014,,,,,,,,97.40190125,,,,,
113068829,"Feb 13, 2014, 6:31:28 PM",Evening Ride,Ride,,1074,6.53,,,FALSE,,,activities/113068829.gpx,72,,1074,1003,6534.600098,11.10000038,,136.076004,,5.5,107.9000015,49.09999847,1.372689962,,,,,,,,178.8350067,,,,,
113261997,"Feb 14, 2014, 6:24:22 PM",Evening Ride,Ride,,1121,6.54,,,FALSE,,,activities/113261997.gpx,72,,1121,1008,6542.5,15.19999981,,136.5019989,,5.599999905,107.9000015,43.20000076,1.363389969,,,,,,,,188.9649963,,,,,
113602661,"Feb 16, 2014, 8:42:50 AM",Morning Ride,Ride,,994,7.08,,,FALSE,,,activities/113602661.gpx,72,,994,928,7088.700195,13.80000019,,41.03369904,,5.400000095,107.9000015,31.39999962,-1.199090004,,,,,,,,112.7419968,,,,,
113822450,"Feb 16, 2014, 8:27:51 PM",Evening Ride,Ride,,1040,5.99,,,FALSE,,,activities/113822450.gpx,72,,1040,909,5992.299805,12.10000038,,115.0899963,,27.79999924,108,37.70000076,1.128110051,,,,,,,,180.2969971,182.7373199,,,,
114038874,"Feb 17, 2014, 5:56:52 AM",Morning Ride,Ride,,1105,6.46,,,FALSE,,,activities/114038874.gpx,72,,1105,936,6462.100098,15.69999981,,40.61830139,,5.800000191,108,17,-1.38654995,,,,,,,,90.43160248,,,,,
114044984,"Feb 17, 2014, 8:02:59 PM",Evening Ride,Ride,,1103,6.61,,,FALSE,,,activities/114044984.gpx,72,,1103,1028,6613.600098,12.10000038,,137.4440002,,5.599999905,107.9000015,49.29999924,1.344200015,,,,,,,,181.5749969,208.1248932,,,,
114139096,"Feb 18, 2014, 6:03:58 AM",Morning Ride,Ride,,999,6.4,,,FALSE,,,activities/114139096.gpx,72,,999,857,6405.100098,12.60000038,,39.37440109,,8.100000381,107.9000015,40,-1.330189943,,,,,,,,106.2369995,101.5152969,,,,
114268153,"Feb 18, 2014, 6:38:52 PM",Evening Ride,Ride,,1074,6.55,,,FALSE,,,activities/114268153.gpx,72,,1074,1007,6549.299805,10.89999962,,136.5850067,,5.400000095,107.9000015,44.79999924,1.377249956,,,,,,,,177.9109955,,,,,
114481308,"Feb 19, 2014, 12:26:51 PM",Lunch Ride,Ride,,15198,75.38,,,FALSE,,,activities/114481308.gpx,72,,15198,10165,75387,18.20000076,,952.3640137,,4,229.5,47.90000153,-0.106914997,,,,,,,,161.052002,1825.359375,,,,
114741467,"Feb 20, 2014, 6:42:10 PM",Evening Ride,Ride,,993,5.77,,,FALSE,,,activities/114741467.gpx,72,,993,855,5775.299805,12.69999981,,146.6230011,,33,150,48.90000153,1.973919988,,,,,,,,,,,,,
114848682,"Feb 21, 2014, 6:04:38 AM",Morning Ride,Ride,,1124,6.46,,,FALSE,,,activities/114848682.gpx,72,,1124,872,6466.399902,13.69999981,,40.66640091,,5.900000095,107.9000015,48.5,-1.407269955,,,,,,,,99.45639801,,,,,
115231336,"Feb 22, 2014, 6:59:43 PM",12/25   hello,Ride,,1218,8.62,,,FALSE,,,activities/115231336.gpx,72,,1218,1163,8620.299805,14.80000019,,138.4450073,,3.5,108,32.90000153,0.996484995,,,,,,,,214.2619934,277.8431702,,,,
115403109,"Feb 23, 2014, 10:36:49 AM",Morning Ride,Ride,,975,7.02,,,FALSE,,,activities/115403109.gpx,72,,975,975,7020.600098,14,,40.82320023,,5.300000191,107.9000015,15.60000038,-1.175109982,,,,,,,,103.2190018,,,,,
115551695,"Feb 23, 2014, 6:19:50 PM",Evening Ride,Ride,,999,6.8,,,FALSE,,,activities/115551695.gpx,72,,999,951,6807.899902,13.5,,137.0149994,,4.699999809,107.9000015,27.60000038,1.214769959,,,,,,,,215.5160065,228.5256195,,,,
115827289,"Feb 24, 2014, 5:55:54 PM",Bit wet and windy,Ride,,3771,26.71,,,FALSE,,,activities/115827289.gpx,72,,3771,3523,26711.30078,17.20000076,,335.4140015,,5.099999905,147,46.09999847,0.337309986,,,,,,,,185.1309967,,,,,
115941905,"Feb 25, 2014, 6:03:59 AM",Morning Ride,Ride,,963,6.48,,,FALSE,,,activities/115941905.gpx,72,,963,784,6483.399902,17.20000076,,40.84809875,,5.900000095,108,43.29999924,-1.38507998,,,,,,,,122.9290009,107.4596176,,,,
116330815,"Feb 26, 2014, 6:32:52 PM",No rain!,Ride,,4434,34.17,,,FALSE,,,activities/116330815.gpx,72,,4434,4326,34177.60156,17,,429.2680054,,14.10000038,147,44.09999847,0.237289995,,,,,,,,187.6970062,905.3546143,,,,
116428077,"Feb 27, 2014, 6:00:37 AM",Morning Ride,Ride,,1147,7.96,,,FALSE,,,activities/116428077.gpx,72,,1147,1000,7968.700195,17.29999924,,40.91999817,,5.400000095,107.9000015,31.70000076,-1.114359975,,,,,,,,130.6750031,,,,,
116541859,"Feb 27, 2014, 6:34:24 PM",Back on the fixie! Jelly legs,Ride,,1002,6.56,,,FALSE,,,activities/116541859.gpx,72,,1002,958,6560.700195,10.80000019,,136.3119965,,5.5,107.9000015,46.09999847,1.370280027,,,,,,,,193.848999,207.0636902,,,,
